20140901,379656744,256718677
20140902,255509294,256718677
20140903,255509294,256718677
20140904,255509294,256718677
20140905,255509294,256718677
20140906,255509294,256718677
20140907,255509294,256718677
20140908,255509294,256718677
20140909,255509294,256718677
20140910,255509294,256718677
20140911,255509294,256718677
20140912,255509294,256718677
20140913,255509294,256718677
20140914,255509294,256718677
20140915,255509294,256718677
20140916,255509294,256718677
20140917,255509294,256718677
20140918,255509294,256718677
20140919,255509294,256718677
20140920,255509294,256718677
20140921,255509294,256718677
20140922,214263703,256718677
20140923,214263703,256718677
20140924,214263703,319552901
20140925,242111185,319552901
20140926,242111185,319552901
20140927,242111185,319552901
20140928,242111185,319552901
20140929,242111185,319552901
20140930,242111185,319552901
